SaleID,CustomerID,ProductID,StoreID,SaleDate,Quantity,UnitPrice,Discount,OrderStatus,PaymentMethod
S0018912,C00105,P0106,ST003,3/23/2026,3,1222,0.1,Completed,Mobile Money
S0012625,C00803,P0106,ST019,5/14/2026,9,902,0.2,Completed,Card
S0015871,C00483,P0106,ST002,7/16/2026,10,77,0.05,Cancelled,Bank Transfer
S0018604,C00051,P0106,ST019,10/1/2025,7,1464,0.1,Pending,Card
S0018312,C00475,P0106,ST003,7/14/2025,4,1301,0.05,Returned,Bank Transfer
S0018909,C00223,P0106,ST017,10/7/2025,7,1343,0.05,completed,Cash
S0015723,C00676,P0106,ST013,10/19/2025,2,1236,0.05,Pending,Card
S0017178,C00838,P0106,ST005,7/15/2026,3,922,0,Returned,Cash
S0019529,C00970,P0106,ST014,10/1/2025,6,181,0.15,Returned,Cash
S0014001,C00074,P0106,ST020,1/6/2026,9,1388,0.05,Pending,Cash
S0015348,C00759,P0106,ST003,7/14/2026,6,592,0.15,Cancelled,Card
S0018321,C00037,P0106,ST017,1/11/2026,6,33,0.2,Returned,Mobile Money
S0017939,C00160,P0106,ST004,2/19/2026,4,819,0.05,completed,Bank Transfer
S0013696,C00734,P0106,ST006,12/8/2025,10,1012,0.1,Completed,Mobile Money
S0010721,C00599,P0106,ST015,7/30/2026,8,1033,0.2,Pending,Mobile Money
S0011875,C00838,P0106,ST019,12/25/2025,9,933,0.05,completed,Cash
S0016991,C00656,P0106,ST014,7/15/2026,2,107,0.2,Cancelled,Card
S0010211,C00654,P0106,ST006,10/12/2025,1,1191,0.2,Completed,Cash
S0016617,C00771,P0106,ST010,4/23/2026,4,728,0.1,Returned,Cash
S0010139,C00836,P0106,ST002,1/24/2025,3,472,0.2,Returned,Bank Transfer
S0013716,C00648,P0106,ST015,3/27/2025,3,1007,0.15,completed,Cash
S0018668,C00736,P0106,ST004,12/30/2025,9,68,0.05,Returned,Mobile Money
S0012140,C00267,P0106,ST009,1/29/2025,6,376,0.15,Completed,Mobile Money
S0012316,C00837,P0106,ST001,6/11/2025,8,356,0,Pending,Bank Transfer
S0012285,C00742,P0106,ST002,3/16/2026,2,1051,0.05,Returned,Bank Transfer
S0018671,C00120,P0106,ST018,8/4/2025,4,138,0.05,Cancelled,Bank Transfer
S0018753,C00737,P0106,ST004,6/10/2026,8,1282,0.05,Cancelled,Bank Transfer
S0014880,C00928,P0106,ST002,2/14/2025,3,884,0.15,Cancelled,Bank Transfer
S0014872,C00901,P0106,ST013,5/27/2026,7,287,0,Completed,Bank Transfer
S0019614,C00036,P0106,ST016,3/6/2025,4,101,0.15,completed,Bank Transfer
S0017792,C00577,P0106,ST016,8/26/2025,8,1169,0.15,Completed,Mobile Money
S0010585,C00971,P0106,ST007,11/8/2025,5,743,0.2,completed,Bank Transfer
S0013883,C00558,P0106,ST007,6/8/2025,3,708,0.05,Returned,Bank Transfer
S0017791,C00219,P0106,ST019,2/10/2026,2,1011,0.15,Cancelled,Mobile Money
S0013056,C00866,P0106,ST013,1/19/2025,9,166,0,Completed,Mobile Money
S0014990,C00400,P0106,ST020,1/17/2025,4,1174,,Completed,Bank Transfer
S0014253,C00194,P0106,ST006,4/1/2025,3,296,0.2,completed,Mobile Money
S0017463,C00393,P0106,ST004,2/4/2026,10,1323,0.15,completed,Bank Transfer
S0011197,C00589,P0106,ST020,12/21/2025,6,253,0,Cancelled,Bank Transfer
S0014120,C00471,P0106,ST009,12/17/2025,6,932,0,completed,Mobile Money
S0011574,C00664,P0106,ST014,5/20/2025,1,1028,0,Returned,Card
S0014976,C00388,P0106,ST011,11/26/2025,7,909,0.15,Completed,Card
S0014181,C00723,P0106,ST018,2/1/2025,3,896,0,Returned,Bank Transfer
S0012730,C00090,P0106,ST009,1/24/2025,9,141,0.2,Completed,Bank Transfer
S0017126,C00798,P0106,ST008,1/6/2026,7,51,0,completed,Cash
S0016505,C00794,P0106,ST009,7/19/2026,10,1121,0.1,Pending,Card
S0016968,C00395,P0106,ST014,2/11/2025,3,539,0.1,Pending,Bank Transfer
S0014208,C00157,P0106,ST006,12/23/2025,4,335,0.2,Pending,Bank Transfer
S0010919,C00885,P0106,ST003,6/3/2025,7,976,0.15,Cancelled,Card
S0018239,C00632,P0106,ST011,7/31/2025,9,921,0.05,Returned,Cash
S0017455,C00235,P0106,ST008,1/17/2026,2,330,0.15,Returned,Card
S0015764,C00263,P0126,ST003,11/14/2025,8,830,0.05,Returned,Card
S0010821,C00146,P0126,ST002,11/13/2025,8,299,0.15,Returned,Card
S0017680,C00726,P0126,ST004,7/9/2026,10,220,0,Cancelled,Cash
S0013793,C00901,P0126,ST007,8/3/2025,9,371,0.05,Cancelled,Bank Transfer
S0015800,C00061,P0126,ST002,8/1/2025,10,258,0.15,Cancelled,Card
S0017467,C00965,P0126,ST017,7/22/2025,9,1372,0,Pending,Bank Transfer
S0017948,C00340,P0126,ST020,4/1/2026,3,701,0.05,Returned,Bank Transfer
S0015237,C00234,P0126,ST003,6/1/2026,1,479,0.2,Pending,Mobile Money
S0016452,C00218,P0126,ST003,6/2/2025,2,1201,0.15,Cancelled,Cash
S0019587,C00273, P0126 ,ST018,10/25/2025,5,829,0.15,completed,Bank Transfer
S0012495,C00450,P0126,ST011,5/2/2025,3,1425,0,completed,Mobile Money
S0015260,C00632,P0126,ST012,1/7/2026,3,727,0,completed,Card
S0014811,C00554,P0126,ST006,7/22/2025,3,1048,0,Completed,Card
S0016209,C00222,P0126,ST018,3/31/2025,9,874,0.05,completed,Card
S0016004,C00933,P0126,ST010,6/8/2026,9,928,0,Pending,Card
S0019637,C00027,P0126,ST007,5/21/2026,10,1171,0.1,Completed,Mobile Money
S0013901,C00486,P0126,ST001,12/20/2025,10,337,0.1,Completed,Bank Transfer
S0013217,C00529,P0091,ST012,3/2/2025,7,1023,0,Cancelled,Bank Transfer
S0015728,C00334,P0126,ST008,5/23/2025,7,710,0.15,Pending,Cash
S0013831,C00045,P0130,ST001,1/5/2026,9,370,0.1,completed,Mobile Money
S0018750,C00913,P0126,ST017,2/20/2025,3,1333,0.15,completed,Mobile Money
S0017610,C00447,P0126,ST003,9/6/2025,6,176,0.2,Pending,Mobile Money
S0019935,C00079,P0126,ST013,10/15/2025,5,1087,0,Completed,Card
S0013700,C00539,P0126,ST014,6/15/2026,7,1385,0.2,Cancelled,Cash
S0014669,C00274,P0126,ST006,2/28/2025,7,425,0.15,completed,Mobile Money
S0011198,C00150,P0126,ST003,7/28/2026,5,956,0.05,Pending,Mobile Money
S0010586,C00511,P0091,ST010,12/20/2025,7,572,0,Returned,Cash
S0018356,C00686,P0126,ST017,7/21/2026,9,584,0.1,Cancelled,Card
S0017909,C00824,P0126,ST012,10/12/2025,2,1466,0.15,Completed,Card
S0016240,C00592,P0126,ST009,4/24/2025,9,208,0.1,Returned,Cash
S0014091,C00597,P0126,ST004,8/25/2025,2,1420,0,Cancelled,Card
S0019084,C00821,P0126,ST005,2/28/2026,3,1113,0,Returned,Bank Transfer
S0017915,C00591,P0130,ST005,1/29/2026,7,654,0,completed,Mobile Money
S0018503,C00566,P0126,ST012,7/10/2025,7,829,0.15,Completed,Cash
S0010185,C00064,P0126,ST015,1/10/2025,4,413,0,Completed,Card
S0017156,C00743,P0091,ST012,5/16/2026,6,260,0.05,Pending,Card
S0019105,C00915,P0126,ST007,3/11/2026,1,341,0.15,Pending,Card
S0017736,C00614,P0130,ST014,8/5/2025,8,1162,0,Returned,Card
S0012525,C00199,P0126,ST001,3/23/2025,7,732,0.05,Pending,Mobile Money
S0014418,C00970,P0126,ST019,7/20/2025,8,374,0.05,completed,Card
S0016086,C00697,P0130,ST018,11/14/2025,4,259,0.15,completed,Mobile Money
S0012470,C00117,P0126,ST008,5/5/2025,4,1493,0,Completed,Mobile Money
S0018163,C00948,P0130,ST017,9/16/2025,9,134,0,Completed,Card
S0010680,C00469,P0126,ST013,6/23/2026,8,788,0.15,Cancelled,Card
S0016621,C00597,P0091,ST017,6/24/2025,4,637,0.2,Pending,Cash
S0017176,C00811,P0126,ST018,10/5/2025,5,417,0,completed,Cash
S0013931,C00701,P0126,ST004,9/20/2025,1,1422,0,Pending,Bank Transfer
S0011764,C00191,P0126,ST019,6/28/2025,7,688,0.1,completed,Bank Transfer
S0017442,C00392,P0126,ST006,7/9/2025,2,134,0.2,Cancelled,Cash
S0010088,C00508,P0091,ST005,8/16/2025,6,676,0.15,Cancelled,Card
S0017044,C00803,P0126,ST016,6/5/2025,3,99,0,completed,Cash
S0017239,C00001,P0126,ST006,5/8/2026,6,1479,0.05,Pending,Cash
S0014703,C00873,P0091,ST015,7/27/2025,6,1052,0.15,Cancelled,Card
S0014667,C00346,P0130,ST006,6/3/2026,9,425,0,Returned,Mobile Money
S0019948,C00369,P0126,ST006,4/3/2026,1,1085,0.1,Completed,Bank Transfer
S0014654,C00065,P0130,ST008,9/12/2025,2,421,0,Completed,Mobile Money
S0014807,C00261,P0091,ST006,5/10/2025,6,1314,0,Pending,Card
S0011873,C00140,P0130,ST020,3/11/2026,3,578,0,completed,Cash
S0016431,C00017,P0130,ST019,4/21/2025,2,130,0.2,Returned,Card
S0016481,C00798,P0091,ST001,2/3/2025,3,1149,0.2,Cancelled,Card
S0010242,C00558,P0091,ST019,5/30/2026,7,158,0.15,Cancelled,Mobile Money
S0017039,C00312,P0126,ST008,10/27/2025,6,539,0,Completed,Cash
S0019122,C00860,P0130,ST001,1/16/2025,8,869,0,Cancelled,Cash
S0018970,C00177,P0126,ST007,1/30/2025,3,1287,0.1,completed,Card
S0012388,C00717,P0091,ST004,3/23/2026,4,261,0.15,Pending,Bank Transfer
S0013515,C00790,P0130,ST013,1/22/2026,3,705,0.05,Cancelled,Bank Transfer
S0013499,C00357,P0091,ST001,6/17/2026,6,449,0.05,Pending,Bank Transfer
S0014827,C00065,P0126,ST002,3/19/2026,8,39,0.1,Cancelled,Card
S0016653,C00756,P0130,ST016,4/6/2026,1,736,0,Cancelled,Cash
S0016884,C00915,P0126,ST002,1/21/2025,7,102,0.2,Completed,Mobile Money
S0014005,C00007,P0091,ST016,5/22/2026,6,1280,0.1,Cancelled,Bank Transfer
S0018164,C00047,P0126,ST007,4/15/2026,5,981,0.05,Completed,Card
S0017189,C00714,P0130,ST016,4/27/2025,4,1450,0.05,Cancelled,Mobile Money
S0012320,C00982,P0091,ST013,9/29/2025,7,963,0.05,Returned,Bank Transfer
S0016557,C00666,P0130,ST016,6/24/2026,9,157,0.05,Completed,Bank Transfer
S0019221,C00584,P0130,ST019,8/21/2025,9,497,0.05,Cancelled,Mobile Money
S0010664,C00360,P0091,ST002,4/6/2026,10,405,0,Completed,Bank Transfer
S0019854,C00561,P0130,ST018,7/28/2025,8,112,0.2,Returned,Cash
S0018862,C01000,P0130,ST016,1/5/2026,9,1423,0.2,Returned,Mobile Money
S0014893,C00019,P0130,ST010,5/27/2025,4,216,0.15,Cancelled,Bank Transfer
S0017153,C00160,P0130,ST010,4/23/2025,6,1393,0,Returned,Cash
S0017500,C00687,P0130,ST017,4/20/2025,4,522,0.1,Returned,Card
S0010872,C00381,P0130,ST009,5/23/2026,2,319,0.1,Returned,Mobile Money
S0015885,C00980,P0091,ST017,2/24/2025,1,1108,0.2,Completed,Card
S0010353,C00305,P0130,ST019,7/1/2026,8,718,0,Returned,Bank Transfer
S0014593,C00657,P0126,ST011,12/18/2025,10,35,0.2,Completed,Mobile Money
S0019131,C00454,P0130,ST002,12/1/2025,3,494,0.1,Completed,Bank Transfer
S0012783,C00345,P0130,ST006,11/11/2025,1,1469,0.15,Returned,Bank Transfer
S0010618,C00382,P0130,ST017,3/16/2026,3,1288,0.1,Pending,Card
S0011572,C00174,P0091,ST020,3/21/2026,10,930,0.1,Pending,Mobile Money
S0012409,C00003,P0130,ST012,7/21/2025,3,1013,0,Returned,Mobile Money
S0017345,C00112,P0091,ST007,5/11/2025,10,226,0,Cancelled,Card
S0019567,C00565,P0091,ST005,2/1/2026,4,1056,0.1,Returned,Bank Transfer
S0011811,C00199,P0130,ST007,9/5/2026,7,531,0,Completed,Card
S0015141,C00769,P0130,ST007,3/26/2026,6,81,0.1,Completed,Cash
S0011133,C00669,P0126,ST011,4/4/2026,7,175,0.2,Returned,Mobile Money
S0013906,C00534,P0091,ST011,6/6/2026,5,473,0.2,Pending,Cash
S0020010,C00102,P0130,ST015,6/4/2026,5,627,0.2,Completed,Card
S0018952,C00118,P0130,ST002,2/4/2026,7,977,0.15,Cancelled,Mobile Money
S0011034,C00397,P0091,ST006,9/7/2025,1,114,0.15,Pending,Cash
S0014142,C00347,P0130,ST009,12/22/2025,7,605,0,Returned,Card
S0011838,C00440,P0126,ST005,8/18/2025,2,1099,0,Completed,Card
S0011705,C00757,P0130,ST012,8/1/2025,4,617,0,completed,Bank Transfer
S0010539,C00749,P0091,ST015,3/26/2026,5,1059,0,Pending,Card
S0016327,C00770,P0091,ST003,1/19/2025,10,891,0.2,Completed,Mobile Money
S0016970,C00187,P0091,ST001,8/31/2025,3,727,0.1,Returned,Mobile Money
S0019879,C00478,P0091,ST014,3/21/2026,3,1427,0.15,Returned,Mobile Money
S0017255,C00935,P0091,ST007,2/13/2025,8,58,0.15,completed,Card
S0019531,C00403,P0091,ST010,7/1/2026,5,1082,0,Pending,Mobile Money
S0017032,C00445,P0130,ST015,2/4/2026,4,457,0.1,Completed,Bank Transfer
S0018020,C00104,P0091,ST010,1/14/2025,10,265,0.1,Completed,Cash
S0012192,C00955,P0091,ST008,3/30/2026,6,628,0.1,Cancelled,Bank Transfer
S0011732,C00520,P0091,ST009,3/21/2025,2,1256,0.2,Pending,Cash
S0012083,C00195,P0091,ST006,11/28/2025,4,1267,0.2,Returned,Mobile Money
S0015765,C00228,P0130,ST020,8/24/2025,5,100,0.2,Pending,Bank Transfer
S0010951,C00242,P0091,ST009,1/26/2025,8,695,0,Returned,Cash
S0013005,C00634,P0130,ST018,5/1/2026,9,1085,0.1,Pending,Cash
S0018380,C00643,P0130,ST003,2/25/2026,2,67,0.15,Pending,Mobile Money
S0017369,C00569,P0130,ST011,5/27/2026,10,664,0.1,Completed,Mobile Money
S0018026,C00381,P0126,ST004,2/12/2025,7,819,0.1,Completed,Cash
S0015637,C00468,P0130,ST011,10/30/2025,4,1026,0,Completed,Cash
S0016530,C00442,P0091,ST017,2/2/2026,4,1162,0.05,Completed,Bank Transfer
S0014174,C00268,P0130,ST005,10/29/2025,5,208,0.05,Pending,Cash
S0013324,C00750,P0130,ST010,4/10/2026,7,95,0.1,Completed,Cash
S0010561,C00740,P0091,ST020,6/25/2026,1,846,0.1,completed,Cash
S0018788,C00285,P0091,ST017,5/16/2026,10,1357,0.2,completed,Bank Transfer
S0010755,C00993,P0091,ST002,9/19/2025,6,1182,0.1,completed,Bank Transfer
S0016598,C00683,P0130,ST010,7/5/2026,10,1425,0.1,completed,Bank Transfer
S0019709,C00931,P0130,ST017,7/19/2025,9,867,0,completed,Bank Transfer
S0015688,C00753,P0091,ST003,2/6/2026,7,616,0.2,Completed,Bank Transfer
S0015727,C00717,P0130,ST016,2/21/2025,10,453,0.15,Pending,Bank Transfer
S0017938,C00976,P0091,ST017,9/23/2025,4,1086,0,Pending,Cash
S0013254,C00493,P0091,ST016,4/2/2026,2,361,0.2,Pending,Mobile Money
S0019202,C00047,P0091,ST013,9/25/2025,3,141,0.1,Pending,Card
S0012229,C00406,P0130,ST011,1/25/2026,8,1227,0.15,Completed,Cash
S0018730,C00222,P0130,ST005,2/27/2026,8,261,0,Returned,Card
S0018169,C00573,P0091,ST020,2/21/2026,8,197,0,Returned,Bank Transfer
S0011351,C00027,P0091,ST007,6/23/2026,10,960,0.1,Pending,Cash
S0018421,C00993,P0130,ST002,7/13/2025,6,1311,0.1,Pending,Card
S0014941,C00353,P0130,ST006,2/27/2026,1,597,0.1,completed,Card
S0013047,C00661,P0091,ST017,12/6/2025,8,895,0,Pending,Cash
S0018397,C00507,P0130, ST004 ,8/24/2025,6,1378,0,completed,Card
S0013836,C00031,P0091,ST019,7/14/2025,9,1205,0,Completed,Bank Transfer
S0014666,C00623,P0130,ST007,11/26/2025,3,396,0,Cancelled,Mobile Money
S0016538,C00063,P0130,ST008,3/27/2026,2,1206,0.05,Pending,Mobile Money
S0019395,C00355,P0130,ST011,8/6/2025,6,1265,0,completed,Mobile Money
S0012060,C00427,P0130,ST001,6/3/2026,4,1311,0.05,Returned,Cash
S0020045,C00348,P0091,ST012,4/29/2025,2,1409,0,Completed,Bank Transfer
S0013909,C00684,P0091,ST008,12/24/2025,9,1429,0.2,Returned,Mobile Money
S0017152,C00643,P0130,ST010,2/5/2025,5,1358,0.05,Completed,Card
S0014221,C00726,P0130,ST011,12/28/2025,7,443,0,Returned,Card
S0012814,C00195,P0091,ST016,7/27/2026,9,172,0.2,completed,Card
S0019114,C00287,P0130,ST011,11/30/2025,10,492,0,Returned,Bank Transfer
S0014362,C00918,P0130,ST012,10/17/2025,1,1348,0.2,Cancelled,Card
S0012997,C00641,P0049,ST013,1/24/2025,10,8,0.2,Completed,Bank Transfer
S0016230,C00696,P0049,ST003,8/24/2025,2,856,0,Returned,Cash
S0011229,C00623,P0049,ST014,2/2/2026,7,1354,0.2,Pending,Cash
S0014844,C00707,P0091,ST005,1/7/2026,2,1221,0.2,Cancelled,Mobile Money
S0011381,C00035,P0049,ST004,3/25/2025,7,109,0.15,Cancelled,Cash
S0012508,C00435,P0049,ST015,5/1/2025,3,1348,0.1,Pending,Cash
S0015195,C00736,P0049,ST007,1/17/2026,9,1430,0.2,Returned,Card
S0017457,C00385,P0049,ST007,1/15/2026,4,110,0.05,Returned,Mobile Money
S0011201,C00438,P0049,ST009,12/2/2025,6,1283,0.05,Returned,Bank Transfer
S0010829,C00746,P0049,ST019,8/29/2025,4,839,0.1,Pending,Cash
S0013530,C00747,P0049,ST007,4/18/2025,2,388,0.05,Pending,Bank Transfer
S0010500,C00921,P0049,ST006,3/1/2025,2,170,0,completed,Card
S0019012,C00801,P0049,ST003,2/28/2026,9,1465,0.2,Returned,Card
S0011784,C00680,P0049,ST006,7/13/2025,8,284,0,Completed,Mobile Money
S0010911,C00099,P0049,ST006,10/11/2025,5,1445,0.2,Returned,Mobile Money
S0014106,C00325,P0049,ST015,3/4/2026,1,1267,0.05,Returned,Cash
S0011703,C00753,P0049,ST018,12/25/2025,4,648,0.2,Pending,Mobile Money
S0011450,C00451,P0049,ST010,11/21/2025,5,629,0,Cancelled,Cash
S0011750,C00412,P0049,ST013,1/4/2025,4,745,0.1,Cancelled,Mobile Money
S0014629,C00646,P0049,ST020,6/7/2026,1,1487,0.05,Returned,Card
S0016660,C00154,P0049,ST015,7/26/2026,6,7,0.2,Cancelled,Cash
S0015563,C00778,P0049,ST017,12/19/2025,1,931,0.05,Returned,Bank Transfer
S0015278,C00823,P0049,ST011,12/21/2025,2,99,0.05,Completed,Mobile Money
S0010347,C00121,P0049,ST016,6/13/2025,1,634,0,Returned,Bank Transfer
S0015372,C00938,P0049,ST019,8/12/2025,1,1092,0.05,Pending,Cash
S0017532,C00793,P0049,ST003,2/4/2025,1,349,0.2,Cancelled,Cash
S0015702,,P0049,ST011,3/31/2026,7,159,0,Cancelled,Bank Transfer
S0014407,C00333,P0049,ST003,6/24/2026,6,288,0.15,completed,Cash
S0012214,C00304,P0049,ST016,3/17/2025,9,302,0.15,completed,Cash
S0010581,C00199,P0049,ST019,11/12/2025,8,1463,0,Completed,Mobile Money
S0011434,C00145,P0049,ST015,2/23/2026,9,204,0.05,Returned,Mobile Money
S0013202,C00449,P0049,ST006,6/7/2026,2,724,0.2,completed,Cash
S0019499,C00719,P0049,ST014,10/28/2025,5,833,0.2,Cancelled,Cash
S0017450,C00302,P0049,ST003,1/5/2025,4,106,0.05,Cancelled,Card
S0015753,C00205,P0049,ST001,1/31/2025,3,1029,0.15,Cancelled,Cash
S0017213,C00527,P0049, ST014 ,1/18/2026,9,933,0,completed,Bank Transfer
S0014083,C00111,P0049,ST010,6/10/2026,1,462,0.05,Completed,Cash
S0019810,C00107,P0049,ST019,6/6/2026,7,737,0,Returned,Cash
S0012405,C00060,P0049,ST019,10/6/2025,5,1368,0,completed,Card
S0012899, C00611 ,P0049,ST009,1/20/2025,5,60,0.1,Returned,Mobile Money
S0018808,C00883,P0049,ST011,5/25/2025,4,1096,0,Returned,Card
S0013815,C00253,P0049,ST018,4/22/2025,8,313,0.15,Completed,Bank Transfer
S0014082,C00160,P0049,ST020,12/10/2025,10,1051,0.15,Pending,Cash
S0011190,C00395,P0049,ST020,6/14/2026,7,614,0.15,Returned,Cash
S0010613,C00149,P0049,ST019,4/5/2026,2,757,0,completed,Mobile Money
S0010226,C00712,P0049,ST016,1/14/2026,4,1470,0.1,Returned,Cash
S0014965,C00979,P0049,ST019,6/8/2025,8,1398,0.05,Pending,Cash
S0017698,C00555,P0049,ST014,2/13/2026,2,86,0.1,Pending,Mobile Money
S0019457,C00272,P0049,ST003,6/12/2026,10,1083,0,completed,Bank Transfer
S0016429,C00690,P0049,ST005,3/8/2025,4,353,0.2,Cancelled,Mobile Money
S0019445,C00362,P0049,ST008,3/10/2025,8,1258,0.1,Returned,Cash
S0012547,C00270,P0049,ST005,8/9/2025,6,657,0.15,Pending,Mobile Money
S0014866,C00642,P0049,ST012,6/21/2026,9,1256,0.05,Completed,Mobile Money
S0016915,C00099,P0049,ST001,1/3/2026,7,183,0,Returned,Bank Transfer
S0016906,C00505,P0049,ST006,7/24/2025,3,951,0.15,Pending,Mobile Money
S0010886,C00180,P0049,ST002,11/20/2025,2,1191,0.05,Cancelled,Bank Transfer
S0013235,C00366,P0049,ST016,4/30/2026,1,514,0.15,Completed,Mobile Money
S0017885,C00462,P0049,ST005,9/6/2025,3,928,0.2,Returned,Cash
S0016856,C00161,P0049,ST012,6/24/2025,6,872,0.15,Returned,Cash
S0019212,C00753,P0049,ST016,3/30/2026,5,67,0.1,Returned,Mobile Money
S0010101,C00118,P0049,ST011,5/25/2025,7,978,0,Returned,Cash
S0018484,C00532,P0049,ST006,10/11/2025,6,1453,0,Completed,Mobile Money
S0011674,C00413,P0032,ST007,8/21/2025,4,406,0.15,Pending,Cash
S0014905,C00008,P0032,ST017,12/13/2025,5,968,0,completed,Bank Transfer
S0013684,C00319,P0094,ST018,6/12/2026,7,628,0.1,Pending,Card
S0017726,C00571,P0032,ST010,8/1/2025,9,177,0.15,Pending,Mobile Money
S0013741,C00438,P0032,ST008,6/11/2025,1,396,0,Completed,Bank Transfer
S0012673,C00988,P0032,ST011,7/22/2025,10,281,0,Cancelled,Card
S0013609,C00450,P0032,ST005,6/12/2026,1,669,0.15,Returned,Bank Transfer
S0018626,C00504,P0094,ST017,12/21/2025,9,394,0,Pending,Mobile Money
S0010380,C00280,P0094,ST008,5/2/2025,10,294,0.05,Completed,Bank Transfer
S0019091,C00603,P0032,ST019,2/19/2025,1,820,0.05,Returned,Mobile Money
S0011159,C00507,P0032,ST012,4/6/2026,5,196,0.05,Returned,Mobile Money
S0017473,C00947,P0094,ST010,1/12/2025,7,752,0,Cancelled,Cash
S0013618,C00504,P0094,ST002,8/25/2025,1,1306,0.1,completed,Bank Transfer
S0012780,C00731,P0032,ST005,2/21/2026,1,1168,0.15,Cancelled,Card
S0012999,C00458,P0094,ST007,8/19/2025,8,251,0,Cancelled,Mobile Money
S0012825,C00344,P0094,ST020,7/5/2026,1,397,0,Cancelled,Mobile Money
S0017336,C00603,P0032,ST002,7/31/2025,10,1288,0.15,Pending,Bank Transfer
S0011892,C00600,P0032,ST001,7/24/2026,3,665,0.05,completed,Mobile Money
S0014061,C00031,P0094,ST018,3/4/2026,7,1058,0.15,completed,Bank Transfer
S0011742,C00554,P0032,ST017,8/17/2025,3,699,0.15,Pending,Cash
S0015873,C00755,P0032,ST010,4/28/2025,4,288,0.1,Pending,Card
S0016581,C00554,P0094,ST006,12/16/2025,9,257,0.1,Cancelled,Mobile Money
S0015948,C00413,P0094,ST007,1/10/2026,5,572,0,Pending,Card
S0018737,C00327,P0094,ST007,4/17/2026,10,425,0.1,Returned,Cash
S0014662,C00383,P0032,ST010,6/23/2025,7,327,0.1,Returned,Card
S0016611,C00529,P0094,ST011,7/31/2026,7,422,0.15,Completed,Cash
S0012445,C00086,P0094,ST016,12/2/2025,7,543,0.15,Completed,Mobile Money
S0014199,C00729,P0032,ST017,3/31/2025,5,605,0.2,completed,Mobile Money
S0018126,C00811,P0032,ST006,5/8/2026,2,201,0.15,Completed,Cash
S0013850,C00822,P0032,ST015,1/31/2025,7,620,0.1,Cancelled,Bank Transfer
S0018459,C00464,P0032,ST015,7/8/2025,2,589,0.1,Pending,Mobile Money
S0018616,C00263,P0032,ST003,12/31/2025,8,309,0,Pending,Bank Transfer
S0010410,C00558,P0032,ST008,1/12/2025,9,974,0.15,Pending,Cash
S0014017,C00212,P0032,ST011,8/28/2025,5,101,0.15,completed,Cash
S0017161,C00383,P0094,ST020,7/22/2025,7,1123,0,Completed,Card
S0017208,C00133,P0032,ST004,8/11/2025,2,1304,0.1,completed,Bank Transfer
S0015110,C00902,P0032,ST005,12/19/2025,8,860,0.2,Pending,Cash
S0010262,C00784,P0094,ST017,2/11/2026,1,636,0.1,Completed,Cash
S0016798,C00179,P0032,ST001,7/6/2025,2,1108,0.1,Completed,Bank Transfer
S0014796,C00789,P0032, ST006 ,4/6/2026,10,147,0.15,completed,Bank Transfer
S0015726,C00447,P0032,ST001,12/13/2025,7,899,0,Returned,Cash
S0019245,C00893,P0032,ST011,6/26/2025,8,235,0.1,Returned,Mobile Money
S0015230,C00392,P0094,ST013,7/31/2026,6,1410,0.05,Cancelled,Card
S0012621,C00018,P0032,ST014,1/24/2026,3,542,0.15,Completed,Card
S0010055,C00158,P0094,ST011,2/2/2025,5,180,0.15,Pending,Cash
S0014170,C00600,P0094,ST001,4/24/2025,3,1334,0,Returned,Cash
S0013888,C00743,P0032,ST005,3/29/2025,10,1165,0,Completed,Bank Transfer
S0016877,C00950,P0094,ST017,3/12/2026,6,658,0.05,Cancelled,Card
S0018885,C00950,P0094,ST017,3/12/2026,5,260,0.05,Cancelled,Card
S0016563,C00225,P0094,ST008,3/4/2026,2,1136,0.1,Completed,Card
S0011901,C00860,P0032,ST004,3/1/2025,1,991,0.05,Pending,Bank Transfer
S0019827,C00530,P0032,ST001,5/15/2026,2,1371,0.1,completed,Cash
S0012198,C00193,P0094,ST005,11/17/2025,2,485,0,Pending,Cash
S0015773,C00401,P0032,ST017,6/24/2026,5,276,0.1,Cancelled,Bank Transfer
S0010600,C00545,P0094,ST019,9/23/2025,5,1126,0.2,Pending,Bank Transfer
S0016647,C00077,P0094,ST018,6/28/2026,5,910,0.15,Pending,Card
S0012510,C00769,P0032,ST020,7/31/2026,8,781,0.05,Pending,Card
S0017846,C00290,P0032,ST001,3/12/2026,7,133,0.1,Completed,Bank Transfer
S0010250,C00015,P0094,ST012,7/1/2025,6,151,0.05,completed,Cash
S0012281,C00138,P0094,ST019,6/20/2025,6,461,0.05,Completed,Mobile Money
S0010599,C00604,P0032,ST008,3/22/2025,4,501,0.15,completed,Mobile Money
S0016843,C00628,P0094, ST020 ,7/5/2025,1,561,0.05,Pending,Card
S0011193,C00038,P0094,ST012,3/10/2026,2,8,0.1,Completed,Cash
S0010158,C00579,P0094,ST014,7/4/2026,4,293,0.15,Pending,Card
S0013925,C00407,P0094,ST011,12/28/2025,3,1353,0.15,Completed,Mobile Money
S0019904,C00672,P0094,ST002,9/26/2025,3,876,0.15,Cancelled,Bank Transfer
S0019488,C00744,P0094,ST017,4/29/2026,2,395,0.05,Returned,Bank Transfer
S0011984,C00450,P0094,ST010,5/14/2026,5,50,0,completed,Cash
